,Year,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
221,2021,Derrick Jones Jr.,SF,23,POR,4,134,3.8,.401,.464,.357,2.5,9.7,6.1,2.0,0.7,2.8,5.8,11.2,,-0.1,0.0,-0.2,-0.056,,,,,
222,2021,Tre Jones,PG,21,SAS,1,1,36.0,.500,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.9,,0.0,0.0,0.0,.159,,,,,
223,2021,Tyus Jones,PG,24,MEM,4,87,7.2,.375,.250,.107,1.2,9.5,5.3,15.6,2.1,1.9,12.0,15.5,,-0.1,0.0,-0.1,-0.059,,,,,
224,2021,DeAndre Jordan,C,32,BRK,5,100,11.3,.620,.000,.727,6.5,31.4,19.9,12.7,0.9,6.9,40.8,10.2,,0.0,0.3,0.2,.101,,,,,
225,2021,Cory Joseph,PG,29,SAC,5,115,11.9,.541,.382,.382,0.0,9.0,4.3,16.5,2.1,2.2,11.2,16.2,,0.1,0.1,0.2,.088,,,,,
226,2021,Mfiondu Kabengele,PF,23,LAC,5,31,-2.2,.253,.667,.222,0.0,14.8,7.4,7.8,3.1,3.3,16.8,16.8,,-0.1,0.0,-0.1,-0.146,,,,,
227,2021,Frank Kaminsky,C,27,PHO,4,30,10.7,.441,.200,.133,7.2,11.1,9.2,10.3,0.0,3.0,5.9,25.0,,0.0,0.1,0.0,.037,,,,,
228,2021,Enes Kanter,C,28,POR,4,91,23.5,.724,.000,.133,14.5,34.7,24.7,0.0,0.5,1.0,8.6,16.7,,0.3,0.0,0.4,.192,,,,,
229,2021,Luke Kennard,SG,24,LAC,5,117,6.6,.515,.486,.054,0.0,12.8,6.4,11.8,1.2,0.9,19.2,17.6,,-0.1,0.1,-0.1,-0.027,,,,,
230,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,2021,Maxi Kleber,PF,29,DAL,4,85,16.5,.780,.941,.471,3.8,21.8,12.4,5.0,1.1,3.5,12.8,12.2,,0.2,0.1,0.3,.186,,,,,
232,2021,Nathan Knight,PF,23,ATL,2,14,27.3,.761,.429,.714,23.6,21.0,22.2,0.0,0.0,0.0,24.6,35.5,,0.0,0.0,0.0,.168,,,,,
233,2021,Kevin Knox,SF,21,NYK,5,121,8.4,.518,.500,.167,4.4,10.5,7.6,7.8,1.2,1.5,15.3,16.1,,-0.1,0.1,0.1,.036,,,,,
234,2021,John Konchar,SG,24,MEM,3,54,16.5,.610,.385,.308,1.9,15.4,8.6,12.5,3.4,1.6,6.3,11.8,,0.1,0.0,0.2,.142,,,,,
235,2021,Furkan Korkmaz,SG,23,PHI,3,55,0.7,.362,.667,.083,0.0,10.7,5.6,7.9,1.7,3.0,19.4,23.7,,-0.3,0.1,-0.1,-0.127,,,,,
236,2021,Rodions Kurucs,PF,22,BRK,2,9,10.2,.750,.500,.000,0.0,20.5,11.1,0.0,0.0,0.0,0.0,9.3,,0.0,0.0,0.0,.151,,,,,
237,2021,Kyle Kuzma,PF,25,LAL,5,125,13.3,.580,.500,.080,2.9,10.7,7.1,9.5,0.4,3.4,11.9,20.0,,0.1,0.1,0.3,.098,,,,,
238,2021,Zach LaVine,SG,25,CHI,5,162,16.2,.576,.460,.379,2.0,12.4,7.2,19.3,2.2,1.6,17.1,30.4,,0.0,0.1,0.1,.044,,,,,
239,2021,Jake Layman,SF,26,MIN,4,58,6.9,.441,.200,.133,0.0,10.3,4.5,4.8,1.6,2.9,0.0,11.2,,0.0,0.0,0.0,.025,,,,,
240,2021,Jalen Lecque,PG,20,IND,2,4,43.6,.615,.000,.500,30.0,53.8,42.6,35.7,0.0,0.0,0.0,25.9,,0.0,0.0,0.0,.546,,,,,
241,2021,Damion Lee,SG,28,GSW,4,71,18.8,.787,.789,.158,3.9,16.4,9.8,10.9,1.9,0.0,4.7,11.8,,0.3,0.0,0.3,.189,,,,,
242,2021,Alex Len,C,27,TOR,2,34,12.2,.962,.600,.800,0.0,21.4,10.4,9.0,0.0,5.4,37.2,13.3,,0.0,0.1,0.1,.107,,,,,
243,2021,Kawhi Leonard,SF,29,LAC,3,95,28.4,.586,.298,.281,3.6,8.5,6.0,31.4,4.6,2.2,7.2,31.9,,0.4,0.1,0.5,.253,,,,,
244,2021,Meyers Leonard,C,28,MIA,2,22,8.7,.750,1.000,.000,0.0,14.2,7.8,6.7,0.0,0.0,14.3,13.8,,0.0,0.0,0.0,.062,,,,,
245,2021,Caris LeVert,SG,26,BRK,5,132,17.5,.473,.367,.101,4.1,12.6,8.7,37.0,2.8,1.7,13.6,30.2,,0.0,0.2,0.2,.090,,,,,
246,2021,Kira Lewis Jr.,PG,19,NOP,2,13,3.4,.286,.286,.000,0.0,0.0,0.0,12.1,3.7,0.0,0.0,23.2,,0.0,0.0,0.0,-0.088,,,,,
247,2021,Damian Lillard,PG,30,POR,4,141,18.4,.562,.543,.386,1.6,12.4,7.0,29.1,1.0,1.3,15.5,30.1,,0.2,0.0,0.1,.045,,,,,
248,2021,Kevon Looney,PF,24,GSW,4,61,10.3,.494,.143,.357,6.1,17.4,11.4,19.1,0.7,0.0,11.0,11.7,,0.1,0.0,0.1,.053,,,,,
249,2021,Brook Lopez,C,32,MIL,5,114,14.2,.582,.424,.212,10.9,6.6,8.8,0.0,1.2,4.9,7.7,14.0,,0.2,0.1,0.3,.139,,,,,
250,2021,Robin Lopez,C,32,WAS,5,70,6.8,.610,.067,.333,7.7,20.4,14.0,0.0,0.0,2.4,22.5,13.0,,0.0,0.0,0.0,-0.002,,,,,
251,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,2021,Kevin Love,PF,32,CLE,2,46,11.2,.470,.500,.278,4.7,23.8,14.2,15.2,1.0,0.0,12.9,21.6,,0.0,0.1,0.0,.052,,,,,
253,2021,Kyle Lowry,PG,34,TOR,4,148,16.1,.605,.561,.298,2.6,8.4,5.4,37.0,1.9,0.0,19.9,22.9,,0.2,0.3,0.5,.162,,,,,
254,2021,Timothé Luwawu-Cabarrot,SF,25,BRK,5,87,13.5,.617,.606,.182,2.5,7.4,5.2,8.2,1.6,0.9,14.4,20.0,,0.1,0.1,0.2,.106,,,,,
255,2021,Trey Lyles,PF,25,SAS,2,10,17.6,.750,1.000,.000,10.2,20.3,15.2,12.5,0.0,0.0,0.0,8.4,,0.0,0.0,0.0,.205,,,,,
256,2021,Thon Maker,C,23,CLE,2,15,19.0,.820,.000,.500,7.2,14.6,10.9,0.0,0.0,6.7,17.0,16.8,,0.0,0.0,0.1,.219,,,,,
257,2021,Théo Maledon,PG,19,OKC,4,87,2.4,.467,.682,.273,0.0,6.9,3.6,14.7,1.6,0.0,28.9,17.1,,-0.2,0.0,-0.2,-0.100,,,,,
258,2021,Karim Mané,PG,20,ORL,1,19,-4.7,.000,.000,.000,0.0,22.7,10.8,0.0,0.0,0.0,0.0,6.5,,-0.1,0.0,0.0,-0.117,,,,,
259,2021,Terance Mann,SG,24,LAC,5,63,1.7,.294,.118,.000,5.5,14.6,10.0,10.2,0.0,1.6,10.5,13.2,,-0.1,0.0,-0.1,-0.074,,,,,
260,2021,Boban Marjanović,C,32,DAL,3,21,17.0,.551,.200,.200,10.2,27.5,18.5,0.0,0.0,0.0,8.4,25.0,,0.0,0.0,0.0,.035,,,,,
261,2021,Lauri Markkanen,PF,23,CHI,4,106,19.3,.664,.523,.409,4.2,24.2,14.1,7.4,1.3,0.8,11.9,22.3,,0.2,0.1,0.3,.134,,,,,
262,2021,Caleb Martin,SF,25,CHO,3,34,16.7,.526,.250,.250,2.9,13.1,7.6,16.8,5.5,0.0,7.0,17.3,,0.0,0.1,0.1,.153,,,,,
263,2021,Cody Martin,SF,25,CHO,4,63,11.5,.568,.273,.091,6.2,17.6,11.5,18.3,0.7,0.0,14.9,8.8,,0.1,0.1,0.2,.135,,,,,
264,2021,Kelan Martin,SF,25,IND,2,13,-12.9,.143,.286,.000,9.2,0.0,4.4,0.0,7.2,0.0,22.2,29.4,,-0.2,0.0,-0.1,-0.445,,,,,
265,2021,Garrison Mathews,SG,24,WAS,1,0,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,
266,2021,Dakota Mathias,PG,25,PHI,2,13,13.6,.444,.667,.000,0.0,15.1,8.0,27.2,0.0,0.0,0.0,29.2,,0.0,0.0,0.0,.082,,,,,
267,2021,Wesley Matthews,SG,34,LAL,5,83,11.7,.705,.778,.056,1.5,4.9,3.4,7.3,1.1,1.0,5.1,10.0,,0.2,0.1,0.3,.146,,,,,
268,2021,Tyrese Maxey,SG,20,PHI,5,70,5.7,.400,.167,.000,1.6,7.0,4.4,16.0,1.3,0.0,11.8,20.5,,-0.2,0.1,0.0,-0.024,,,,,
269,2021,Skylar Mays,SG,23,ATL,1,5,-10.8,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,,0.0,0.0,0.0,-0.220,,,,,
270,2021,CJ McCollum,SG,29,POR,4,143,26.9,.598,.523,.148,1.5,9.1,5.4,32.7,1.7,1.3,3.1,29.6,,0.6,0.0,0.6,.196,,,,,
271,2021,T.J. McConnell,PG,28,IND,5,81,13.8,.571,.000,.143,5.9,15.9,11.2,36.3,3.5,0.0,42.5,13.6,,0.0,0.1,0.2,.100,,,,,
272,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,2021,Jaden McDaniels,PF,20,MIN,2,15,22.5,.922,.750,.500,0.0,23.9,10.4,0.0,6.2,5.6,29.1,18.8,,0.0,0.0,0.0,.139,,,,,
274,2021,Jalen McDaniels,SF,23,CHO,4,37,3.6,.530,.273,.455,2.6,21.0,11.2,11.0,1.3,0.0,31.3,21.3,,-0.1,0.1,-0.1,-0.066,,,,,
275,2021,Doug McDermott,PF,29,IND,5,122,14.4,.562,.510,.245,6.9,15.9,11.6,6.5,0.8,0.0,6.9,20.3,,0.2,0.1,0.3,.115,,,,,
276,2021,Sean McDermott,SF,24,MEM,1,21,6.2,.410,.500,.500,9.7,4.9,7.3,11.8,0.0,0.0,17.0,11.4,,0.0,0.0,0.0,-0.022,,,,,
277,2021,JaVale McGee,C,33,CLE,5,80,19.8,.560,.158,.342,16.2,34.3,25.2,6.3,1.2,6.3,15.5,27.7,,0.0,0.2,0.2,.128,,,,,
278,2021,Alfonzo McKinnie,SF,28,LAL,3,11,40.3,1.127,.250,.500,11.1,18.6,15.2,0.0,0.0,0.0,17.0,22.7,,0.1,0.0,0.1,.382,,,,,
279,2021,Jordan McLaughlin,PG,24,MIN,2,34,6.7,.333,.333,.000,0.0,10.5,4.6,40.0,0.0,0.0,18.2,13.2,,0.0,0.0,0.0,-0.045,,,,,
280,2021,Nicolò Melli,PF,30,NOP,4,55,5.2,.400,.750,.333,2.0,21.6,11.9,14.8,1.8,0.0,22.5,13.9,,-0.1,0.1,0.0,.018,,,,,
281,2021,De'Anthony Melton,PG,22,MEM,1,25,1.8,.250,.500,.000,0.0,8.3,4.1,4.9,0.0,6.8,0.0,9.7,,0.0,0.0,0.0,-0.084,,,,,
282,2021,Sam Merrill,SG,24,MIL,4,29,27.5,1.000,.667,.000,10.7,18.5,14.5,29.7,1.6,0.0,14.3,9.8,,0.2,0.0,0.2,.373,,,,,
283,2021,Khris Middleton,SF,29,MIL,5,158,25.5,.639,.383,.210,3.3,19.0,11.0,29.3,1.5,0.0,11.1,25.7,,0.8,0.1,0.9,.269,,,,,
284,2021,Patty Mills,PG,32,SAS,4,94,22.3,.776,.576,.212,2.2,6.5,4.3,18.3,1.0,0.0,5.3,17.0,,0.4,0.0,0.5,.248,,,,,
285,2021,Paul Millsap,PF,35,DEN,4,111,12.9,.698,.367,.333,2.2,13.2,7.9,7.5,0.0,0.0,12.7,15.3,,0.2,-0.1,0.2,.066,,,,,
286,2021,Shake Milton,SG,24,PHI,5,125,11.8,.499,.380,.280,0.0,6.3,3.3,16.4,2.3,1.3,8.2,20.6,,0.0,0.3,0.3,.110,,,,,
287,2021,Donovan Mitchell,SG,24,UTA,4,139,12.4,.450,.435,.224,1.6,8.2,4.9,21.3,2.1,1.2,10.5,31.5,,-0.1,0.2,0.1,.023,,,,,
288,2021,Adam Mokoka,SG,22,CHI,2,22,2.7,.286,.571,.000,5.0,5.1,5.0,12.1,2.0,4.0,12.5,14.6,,-0.1,0.0,0.0,-0.095,,,,,
289,2021,E'Twaun Moore,SG,31,PHO,1,6,-27.3,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,66.7,22.2,,-0.1,0.0,-0.1,-0.594,,,,,
290,2021,Ja Morant,PG,21,MEM,3,81,31.7,.623,.164,.345,2.5,6.4,4.4,48.6,1.1,2.1,9.9,35.3,,0.4,0.0,0.4,.233,,,,,
291,2021,Juwan Morgan,PF,23,UTA,2,4,-7.3,.000,1.000,.000,0.0,25.8,13.2,0.0,0.0,0.0,0.0,10.5,,0.0,0.0,0.0,-0.199,,,,,
292,2021,Markieff Morris,PF,31,LAL,5,76,13.9,.566,.684,.158,8.0,25.6,17.6,9.4,0.6,3.4,9.0,12.5,,0.1,0.1,0.3,.161,,,,,
293,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,2021,Monte Morris,PG,25,DEN,4,107,18.4,.633,.371,.343,1.1,7.4,4.4,17.2,1.3,1.7,4.7,17.0,,0.3,0.0,0.3,.141,,,,,
295,2021,Mychal Mulder,PG,26,GSW,4,46,10.4,.601,.857,.429,0.0,11.5,5.4,0.0,1.0,2.0,5.7,15.1,,0.0,0.0,0.0,.039,,,,,
296,2021,Dejounte Murray,PG,24,SAS,4,127,19.5,.610,.207,.103,1.6,22.4,12.0,35.2,1.8,0.0,19.8,25.0,,0.1,0.1,0.3,.106,,,,,
297,2021,Jamal Murray,PG,23,DEN,3,103,11.5,.530,.512,.372,4.8,10.9,8.0,8.1,1.4,0.9,12.3,23.8,,0.0,0.0,0.0,.002,,,,,
298,2021,Mike Muscala,C,29,OKC,4,72,23.3,.750,.667,.100,1.5,13.9,7.9,12.4,1.3,1.1,6.0,19.8,,0.3,0.1,0.3,.225,,,,,
299,2021,Sviatoslav Mykhailiuk,SF,23,DET,4,66,5.8,.428,.815,.185,0.0,15.7,7.3,6.6,2.2,0.0,9.3,20.4,,-0.1,0.0,-0.1,-0.049,,,,,
300,2021,Larry Nance Jr.,PF,28,CLE,5,172,15.3,.566,.447,.105,6.3,15.9,11.1,19.7,3.6,2.9,20.1,12.4,,0.2,0.4,0.6,.154,,,,,
301,2021,Aaron Nesmith,SF,21,BOS,2,29,2.9,.444,.778,.000,3.7,8.4,5.9,4.4,0.0,3.0,18.2,16.1,,0.0,0.0,-0.1,-0.086,,,,,
302,2021,Raul Neto,PG,28,WAS,5,88,20.3,.681,.556,.139,2.4,8.8,5.6,12.2,3.1,0.0,7.3,19.2,,0.2,0.0,0.3,.156,,,,,
303,2021,Georges Niang,PF,27,UTA,4,27,-9.0,.000,.833,.000,4.0,7.6,5.9,0.0,0.0,0.0,0.0,9.3,,-0.1,0.0,-0.1,-0.173,,,,,
304,2021,Zeke Nnaji,PF,20,DEN,2,4,-14.0,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,,0.0,0.0,0.0,-0.299,,,,,
305,2021,Nerlens Noel,C,26,NYK,5,74,10.3,.520,.000,.188,11.6,21.2,16.6,4.1,2.6,8.7,36.6,15.8,,-0.2,0.2,0.0,.011,,,,,
306,2021,Frank Ntilikina,PG,22,NYK,4,42,12.1,.587,.643,.214,2.6,7.0,4.9,11.5,3.4,0.0,11.5,17.6,,0.0,0.1,0.1,.109,,,,,
307,2021,Kendrick Nunn,PG,25,MIA,3,48,10.4,.403,.333,.143,2.7,8.7,6.0,21.7,2.0,2.0,8.2,22.1,,-0.1,0.0,0.0,-0.041,,,,,
308,2021,Jusuf Nurkić,C,26,POR,4,105,14.1,.565,.161,.258,6.3,24.9,15.6,19.2,0.9,2.6,20.7,18.1,,0.0,0.0,0.1,.033,,,,,
309,2021,David Nwaba,SG,28,HOU,2,59,12.4,.498,.286,.333,3.9,9.3,6.6,2.4,2.4,2.9,4.0,18.4,,0.0,0.0,0.0,.028,,,,,
310,2021,Jordan Nwora,SF,22,MIL,3,29,15.4,.578,.421,.211,0.0,18.5,9.1,0.0,1.6,0.0,12.6,33.4,,0.0,0.0,0.0,.054,,,,,
311,2021,Royce O'Neale,SF,27,UTA,4,131,7.6,.583,.611,.111,7.5,20.5,14.1,2.0,0.7,1.9,24.1,8.0,,0.0,0.2,0.2,.067,,,,,
312,2021,Semi Ojeleye,PF,26,BOS,4,58,9.5,.498,.467,.467,7.3,10.5,8.8,6.6,0.0,0.0,5.2,14.0,,0.1,0.0,0.0,.038,,,,,
313,2021,Jahlil Okafor,C,25,DET,2,34,14.1,.636,.000,.000,14.6,20.4,17.3,4.9,0.0,0.0,15.4,16.0,,0.1,0.0,0.1,.084,,,,,
314,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,2021,Chuma Okeke,PF,22,ORL,5,91,8.2,.451,.500,.429,5.4,9.5,7.3,10.8,1.5,0.9,15.3,8.9,,0.0,0.1,0.1,.058,,,,,
316,2021,Josh Okogie,SG,22,MIN,3,75,9.3,.538,.286,.143,4.9,9.5,7.0,9.7,0.0,1.1,11.8,13.8,,0.1,0.0,0.0,.032,,,,,
317,2021,Isaac Okoro,SG,20,CLE,2,75,3.2,.557,.556,.222,0.0,8.8,4.4,8.4,0.6,0.0,28.8,7.9,,0.0,0.1,0.0,.023,,,,,
318,2021,KZ Okpala,PF,21,MIA,2,28,3.2,.307,.750,.500,4.6,11.2,8.2,0.0,1.7,0.0,0.0,7.6,,0.0,0.0,0.0,-0.034,,,,,
319,2021,Victor Oladipo,SG,28,IND,4,122,24.0,.683,.414,.138,0.0,18.5,9.8,22.6,1.9,0.7,11.5,24.2,,0.4,0.2,0.6,.229,,,,,
320,2021,Kelly Olynyk,PF,29,MIA,3,74,12.9,.529,.714,.286,6.9,16.9,12.4,13.3,2.5,3.8,17.5,16.8,,0.0,0.1,0.1,.054,,,,,
321,2021,Miye Oni,SG,23,UTA,2,6,22.3,.750,.500,.000,0.0,17.2,8.8,25.6,0.0,0.0,0.0,14.0,,0.0,0.0,0.0,.306,,,,,
322,2021,Cedi Osman,SF,25,CLE,5,116,11.9,.516,.551,.245,3.7,9.5,6.6,10.1,1.2,0.9,6.9,21.5,,0.1,0.1,0.2,.087,,,,,
323,2021,Daniel Oturu,C,21,LAC,4,22,19.7,.625,.125,.000,5.2,31.3,18.3,14.5,0.0,9.4,11.1,17.9,,0.0,0.0,0.1,.154,,,,,
324,2021,Kelly Oubre Jr.,SF,25,GSW,4,105,2.4,.292,.420,.140,7.1,20.2,13.2,4.3,3.4,3.4,15.9,23.6,,-0.6,0.1,-0.5,-0.218,,,,,
325,2021,Eric Paschall,PF,24,GSW,4,79,13.9,.575,.231,.615,3.5,5.4,4.4,8.0,1.7,1.1,5.7,17.4,,0.1,0.0,0.1,.087,,,,,
326,2021,Patrick Patterson,PF,31,LAC,4,51,3.8,.388,.750,.167,6.8,15.8,11.3,7.4,1.9,0.0,18.9,13.7,,-0.1,0.0,0.0,-0.029,,,,,
327,2021,Chris Paul,PG,35,PHO,5,141,16.9,.481,.291,.218,3.9,11.0,7.4,46.8,1.4,0.6,14.2,22.1,,0.3,0.3,0.5,.183,,,,,
328,2021,Cameron Payne,SG,26,PHO,5,96,20.1,.630,.368,.053,1.1,12.7,6.9,35.9,1.5,0.9,9.3,19.8,,0.3,0.2,0.5,.266,,,,,
329,2021,Elfrid Payton,PG,26,NYK,5,129,12.2,.533,.232,.089,4.2,10.6,7.5,31.3,1.1,0.0,20.5,24.3,,-0.1,0.1,0.0,.013,,,,,
330,2021,Reggie Perry,PF,20,BRK,2,10,11.1,.333,.333,.000,10.8,9.2,10.0,26.0,0.0,0.0,0.0,12.5,,0.0,0.0,0.0,.096,,,,,
331,2021,Theo Pinson,SG,25,NYK,4,9,-12.3,.000,1.000,.000,0.0,10.9,5.7,0.0,0.0,0.0,0.0,14.3,,-0.1,0.0,-0.1,-0.314,,,,,
332,2021,Mason Plumlee,C,30,DET,4,123,16.2,.615,.087,.217,10.5,24.4,16.9,22.3,2.3,0.8,21.7,10.9,,0.2,0.1,0.3,.132,,,,,
