,Year,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
333,2021,Jakob Poeltl,C,25,SAS,4,85,15.4,.538,.000,.143,13.1,21.5,17.3,10.8,1.1,2.7,11.8,12.5,,0.1,0.1,0.2,.124,,,,,
334,2021,Vincent Poirier,C,27,PHI,1,7,11.2,.500,.000,.000,15.6,14.1,14.8,0.0,0.0,11.7,33.3,18.1,,0.0,0.0,0.0,.005,,,,,
335,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,2021,Aleksej Pokusevski,PF,19,OKC,4,66,-2.6,.125,.750,.000,1.6,24.2,13.3,13.8,2.9,6.1,28.6,18.2,,-0.5,0.1,-0.4,-0.256,,,,,
337,2021,Jordan Poole,SG,21,GSW,4,60,6.9,.505,.565,.174,1.6,8.8,5.0,10.5,0.0,0.0,10.8,18.2,,0.0,0.0,0.0,-0.035,,,,,
338,2021,Michael Porter Jr.,SF,22,DEN,4,117,26.4,.690,.491,.151,5.2,21.2,13.5,9.5,1.6,4.7,3.4,21.5,,0.5,0.1,0.6,.228,,,,,
339,2021,Otto Porter,SF,27,CHI,5,123,21.9,.691,.540,.360,7.2,21.8,14.4,12.9,1.8,0.0,12.1,21.5,,0.4,0.1,0.5,.187,,,,,
340,2021,Bobby Portis,PF,25,MIL,5,113,17.8,.571,.238,.190,10.1,21.8,15.8,6.9,1.6,2.5,9.9,18.2,,0.2,0.1,0.4,.160,,,,,
341,2021,Dwight Powell,C,29,DAL,4,83,13.1,.659,.143,.929,6.4,11.1,8.7,6.8,3.5,1.2,23.3,13.7,,0.1,0.1,0.2,.111,,,,,
342,2021,Norman Powell,SG,27,TOR,4,93,6.2,.438,.472,.250,0.0,7.8,3.8,6.6,3.0,2.0,11.1,20.3,,-0.2,0.2,0.0,.011,,,,,
343,2021,Taurean Prince,PF,26,BRK,5,77,9.5,.495,.583,.500,0.0,13.2,7.1,1.7,2.4,3.0,6.4,16.9,,0.0,0.1,0.1,.076,,,,,
344,2021,Payton Pritchard,PG,23,BOS,5,110,14.0,.699,.321,.107,0.0,11.1,5.2,13.6,3.5,0.0,23.5,14.8,,0.1,0.1,0.2,.071,,,,,
345,2021,Immanuel Quickley,PG,21,NYK,1,12,18.6,.579,.333,1.000,0.0,8.2,4.3,12.3,4.0,0.0,0.0,15.4,,0.0,0.0,0.1,.227,,,,,
346,2021,Jahmi'us Ramsey,SG,19,SAC,1,3,30.1,1.000,.000,.000,0.0,38.2,18.4,0.0,0.0,0.0,0.0,13.9,,0.0,0.0,0.0,.248,,,,,
347,2021,Julius Randle,PF,26,NYK,5,189,20.0,.639,.227,.453,5.1,22.3,14.1,33.6,0.5,1.0,20.4,25.6,,0.4,0.3,0.7,.169,,,,,
348,2021,Cam Reddish,SF,21,ATL,4,114,13.1,.552,.400,.350,3.9,12.9,8.6,7.3,2.4,1.5,11.5,18.6,,0.1,0.1,0.2,.073,,,,,
349,2021,J.J. Redick,SG,36,NOP,5,108,5.0,.475,.737,.184,0.0,9.0,4.5,4.1,0.9,0.0,6.8,17.6,,0.0,0.2,0.1,.051,,,,,
350,2021,Naz Reid,C,21,MIN,4,83,16.5,.535,.313,.250,5.6,14.4,9.4,14.7,1.7,3.0,5.3,18.5,,0.1,0.1,0.2,.118,,,,,
351,2021,Nick Richards,PF,23,CHO,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.020,,,,,
352,2021,Josh Richardson,SG,27,DAL,4,117,14.1,.555,.522,.130,4.6,8.9,6.6,9.5,1.7,0.8,5.8,19.5,,0.2,0.1,0.2,.101,,,,,
353,2021,Austin Rivers,SG,28,NYK,1,21,16.0,.583,.667,.000,0.0,4.7,2.4,38.4,2.3,0.0,14.3,14.3,,0.0,0.0,0.1,.149,,,,,
354,2021,Duncan Robinson,SF,26,MIA,4,110,12.8,.756,.900,.233,0.0,14.2,7.8,2.7,1.3,0.9,17.5,15.9,,0.1,0.0,0.2,.075,,,,,
355,2021,Glenn Robinson III,SF,27,SAC,2,31,7.5,.571,.143,.000,0.0,14.8,7.1,4.4,0.0,2.8,12.5,10.8,,0.0,0.0,0.0,.022,,,,,
356,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,2021,Jerome Robinson,SG,23,WAS,2,27,-8.8,.250,.500,.000,0.0,8.2,4.0,4.4,0.0,0.0,42.9,10.6,,-0.1,0.0,-0.1,-0.216,,,,,
358,2021,Mitchell Robinson,C,22,NYK,5,138,13.9,.561,.000,.241,10.1,17.7,14.1,1.1,2.1,5.3,8.6,10.9,,0.1,0.3,0.4,.144,,,,,
359,2021,Isaiah Roby,PF,22,OKC,2,46,19.8,.647,.235,.412,13.9,15.2,14.6,0.0,1.0,3.5,13.0,21.5,,0.1,0.0,0.1,.101,,,,,
360,2021,Rajon Rondo,PG,34,ATL,2,31,23.7,.600,.500,.000,3.6,3.2,3.3,63.3,1.5,2.8,16.7,15.7,,0.2,0.0,0.2,.259,,,,,
361,2021,Derrick Rose,PG,32,DET,3,86,10.1,.427,.196,.217,2.3,6.7,4.3,32.4,2.2,1.2,15.2,28.8,,-0.2,0.0,-0.1,-0.076,,,,,
362,2021,Terrence Ross,SG,29,ORL,4,112,21.1,.662,.411,.304,0.9,5.8,3.2,4.4,2.1,0.0,9.9,26.0,,0.3,0.1,0.4,.176,,,,,
363,2021,Terry Rozier,PG,26,CHO,4,129,21.3,.637,.536,.261,2.3,10.3,6.0,15.4,1.4,2.4,9.4,27.0,,0.3,0.2,0.5,.181,,,,,
364,2021,Ricky Rubio,PG,30,MIN,4,96,14.9,.611,.393,.250,1.0,9.9,4.9,27.7,1.9,0.0,13.9,15.4,,0.2,0.0,0.2,.118,,,,,
365,2021,D'Angelo Russell,PG,24,MIN,4,119,11.7,.519,.460,.127,1.6,8.0,4.4,24.0,2.0,0.7,17.4,27.7,,-0.1,0.1,-0.1,-0.032,,,,,
366,2021,Domantas Sabonis,PF,24,IND,5,185,23.2,.640,.178,.452,7.1,25.6,16.9,26.9,1.0,0.9,15.5,23.8,,0.6,0.3,0.9,.225,,,,,
367,2021,Luka Šamanić,PF,21,SAS,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.003,,,,,
368,2021,JaKarr Sampson,PF,27,IND,2,4,1.8,,,,0.0,53.8,28.4,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.094,,,,,
369,2021,Dario Šarić,PF,26,PHO,2,32,8.3,.588,.727,.364,0.0,31.3,15.4,8.7,1.5,0.0,28.2,24.7,,-0.1,0.1,0.0,.015,,,,,
370,2021,Tomáš Satoranský,SG,29,CHI,3,68,13.2,.582,.400,.200,3.2,8.2,5.7,35.8,2.6,1.3,32.9,14.4,,0.0,0.0,0.1,.060,,,,,
371,2021,Dennis Schröder,SG,27,LAL,5,148,16.9,.594,.269,.239,2.5,15.9,9.8,24.7,1.0,0.0,16.8,25.6,,0.3,0.2,0.4,.137,,,,,
372,2021,Mike Scott,PF,32,PHI,5,80,5.3,.470,.905,.143,4.1,12.3,8.4,0.0,1.2,1.0,11.8,13.3,,-0.1,0.2,0.1,.052,,,,,
373,2021,Collin Sexton,PG,22,CLE,5,189,19.9,.636,.167,.289,0.6,5.2,2.9,17.3,1.5,0.5,9.8,25.5,,0.5,0.2,0.7,.179,,,,,
374,2021,Landry Shamet,SG,23,BRK,5,94,6.3,.508,.769,.308,1.1,5.9,3.7,2.8,2.5,0.8,16.9,15.8,,-0.1,0.1,0.0,.014,,,,,
375,2021,Pascal Siakam,PF,26,TOR,3,117,9.7,.477,.375,.107,2.5,21.3,11.6,20.5,1.2,1.6,15.8,25.0,,-0.2,0.3,0.1,.023,,,,,
376,2021,Chris Silva,PF,24,MIA,2,6,7.2,1.136,,,0.0,0.0,0.0,0.0,0.0,15.6,53.2,13.6,,0.0,0.0,0.0,.059,,,,,
377,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,2021,Ben Simmons,PG,24,PHI,5,155,17.7,.544,.021,.660,2.8,27.3,15.7,31.9,2.4,4.2,22.9,21.4,,0.0,0.5,0.5,.153,,,,,
379,2021,Anfernee Simons,SG,21,POR,3,25,11.9,.506,1.000,.222,0.0,4.4,2.2,5.8,1.9,7.4,0.0,17.3,,0.0,0.0,0.0,.036,,,,,
380,2021,Marcus Smart,SG,26,BOS,5,160,15.7,.559,.636,.409,2.7,4.6,3.5,22.1,2.4,2.7,11.9,15.6,,0.3,0.1,0.4,.119,,,,,
381,2021,Dennis Smith Jr.,PG,23,NYK,1,18,1.6,.340,.400,.400,0.0,10.9,5.7,15.7,2.7,0.0,14.5,16.3,,0.0,0.0,0.0,-0.038,,,,,
382,2021,Ish Smith,PG,32,WAS,5,90,5.4,.381,.179,.179,0.0,15.9,7.9,20.3,0.0,2.8,14.2,16.1,,-0.2,0.0,-0.1,-0.076,,,,,
383,2021,Jalen Smith,PF,20,PHO,2,20,7.4,.340,.200,.400,16.3,11.1,13.7,6.7,0.0,4.5,14.5,15.3,,0.0,0.0,0.0,.024,,,,,
384,2021,Cassius Stanley,SG,21,IND,2,4,34.2,.833,.333,.000,30.0,0.0,14.2,0.0,0.0,0.0,25.0,42.5,,0.0,0.0,0.0,.119,,,,,
385,2021,Lamar Stevens,PF,23,CLE,2,7,9.8,.532,.000,2.000,0.0,31.3,15.6,0.0,0.0,0.0,0.0,11.5,,0.0,0.0,0.0,.138,,,,,
386,2021,Isaiah Stewart,C,19,DET,2,38,15.6,.444,.000,.000,23.6,18.2,21.1,11.3,0.0,5.3,10.0,11.0,,0.1,0.0,0.1,.113,,,,,
387,2021,Max Strus,SF,24,MIA,1,12,19.0,.700,.600,.000,0.0,0.0,0.0,14.7,0.0,0.0,0.0,18.1,,0.0,0.0,0.0,.132,,,,,
388,2021,Edmond Sumner,SG,25,IND,1,2,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.015,,,,,
389,2021,Jae'Sean Tate,SF,25,HOU,3,83,7.6,.557,.389,.222,5.5,17.2,11.4,8.0,1.1,1.0,23.3,13.4,,0.0,0.0,0.0,-0.007,,,,,
390,2021,Jayson Tatum,PF,22,BOS,5,168,20.1,.553,.360,.150,0.6,29.0,13.8,15.3,2.0,1.6,11.6,30.5,,0.1,0.1,0.3,.075,,,,,
391,2021,Jeff Teague,PG,32,BOS,5,109,12.2,.429,.256,.308,1.9,13.4,7.3,16.2,4.4,1.6,10.1,19.2,,0.0,0.1,0.1,.034,,,,,
392,2021,Garrett Temple,SG,34,CHI,4,96,6.6,.464,.607,.179,2.3,4.7,3.5,14.1,1.4,0.0,6.2,13.5,,0.0,0.0,0.0,.018,,,,,
393,2021,Tyrell Terry,PG,20,DAL,3,14,3.7,.225,.500,.250,0.0,8.3,4.0,19.6,3.5,0.0,0.0,14.0,,0.0,0.0,0.0,-0.078,,,,,
394,2021,Daniel Theis,PF,28,BOS,5,105,11.4,.495,.419,.097,4.0,19.7,11.3,11.3,0.9,4.2,11.0,14.7,,0.0,0.0,0.1,.041,,,,,
395,2021,Brodric Thomas,SG,24,HOU,2,18,0.4,.403,.750,1.250,6.3,12.2,9.3,27.4,0.0,0.0,32.6,22.1,,0.0,0.0,-0.1,-0.142,,,,,
396,2021,Matt Thomas,SG,26,TOR,3,47,14.5,.602,.706,.059,0.0,11.0,5.4,17.1,2.0,0.0,5.4,16.5,,0.1,0.1,0.2,.171,,,,,
397,2021,Tristan Thompson,PF,29,BOS,4,93,17.5,.577,.000,.250,19.4,22.3,20.7,3.0,0.0,1.9,12.3,18.5,,0.2,0.0,0.2,.118,,,,,
398,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,2021,Sindarius Thornwell,SG,26,NOP,2,10,21.1,.500,.500,.000,0.0,10.8,5.4,0.0,14.6,0.0,0.0,8.6,,0.0,0.1,0.1,.257,,,,,
400,2021,Matisse Thybulle,SG,23,PHI,5,46,5.7,.533,.625,.125,0.0,10.7,5.6,0.0,2.0,3.6,19.2,9.6,,0.0,0.1,0.1,.071,,,,,
401,2021,Obi Toppin,PF,22,NYK,1,24,6.8,.375,.583,.000,0.0,12.2,6.4,6.5,0.0,7.7,0.0,21.4,,0.0,0.0,0.0,-0.035,,,,,
402,2021,Juan Toscano-Anderson,SG,27,GSW,4,69,10.5,.888,.429,.286,1.4,21.5,10.8,16.6,1.3,2.6,33.7,6.8,,0.1,0.0,0.1,.076,,,,,
403,2021,Karl-Anthony Towns,C,25,MIN,2,60,25.5,.561,.310,.379,9.3,33.8,20.0,26.8,1.6,8.3,15.1,27.2,,0.1,0.1,0.2,.175,,,,,
404,2021,Gary Trent Jr.,SG,22,POR,3,56,24.3,.699,.630,.074,0.0,11.7,5.9,12.8,1.7,0.0,0.0,21.8,,0.2,0.0,0.2,.187,,,,,
405,2021,P.J. Tucker,PF,35,HOU,3,102,9.0,.538,.571,.143,5.6,16.1,10.9,6.1,2.8,2.5,21.2,8.0,,0.0,0.1,0.1,.035,,,,,
406,2021,Myles Turner,C,24,IND,5,148,19.4,.577,.489,.311,4.9,19.6,12.7,3.3,3.2,12.1,10.5,16.4,,0.1,0.4,0.6,.181,,,,,
407,2021,Jonas Valančiūnas,C,28,MEM,4,122,18.9,.620,.154,.641,7.5,34.8,21.0,10.8,1.1,3.5,18.0,20.3,,0.2,0.1,0.3,.116,,,,,
408,2021,Denzel Valentine,SG,27,CHI,2,28,21.6,.778,.667,.000,3.9,15.9,9.9,5.4,3.2,3.2,0.0,12.9,,0.1,0.0,0.1,.212,,,,,
409,2021,Jarred Vanderbilt,PF,21,MIN,2,31,30.7,.517,.000,.750,15.0,30.8,21.9,32.5,6.0,5.4,8.6,15.4,,0.1,0.1,0.2,.265,,,,,
410,2021,Fred VanVleet,SG,26,TOR,4,137,16.4,.519,.587,.127,2.1,10.6,6.3,31.0,2.0,2.0,8.3,22.3,,0.2,0.3,0.4,.153,,,,,
411,2021,Devin Vassell,SG,20,SAS,4,57,5.5,.406,.438,.000,1.8,19.6,10.7,4.3,1.6,2.7,11.1,13.3,,-0.1,0.1,0.0,-0.021,,,,,
412,2021,Gabe Vincent,PG,24,MIA,1,15,10.4,.543,.833,.167,0.0,13.9,7.7,19.5,0.0,0.0,0.0,18.7,,0.0,0.0,0.0,.105,,,,,
413,2021,Nikola Vučević,C,30,ORL,5,151,25.0,.586,.338,.221,6.5,32.8,19.0,19.3,1.8,0.5,6.6,24.7,,0.4,0.2,0.7,.216,,,,,
414,2021,Dean Wade,PF,24,CLE,4,39,9.0,.625,.625,.000,2.8,8.4,5.6,10.4,4.9,2.6,33.3,13.2,,0.0,0.1,0.1,.067,,,,,
415,2021,Moritz Wagner,C,23,WAS,2,13,23.2,.900,.200,.000,8.3,25.4,16.7,13.5,0.0,0.0,0.0,15.8,,0.1,0.0,0.1,.291,,,,,
416,2021,Lonnie Walker,SG,22,SAS,4,126,10.9,.552,.469,.122,1.6,11.3,6.5,8.7,0.7,1.2,8.8,18.9,,0.0,0.1,0.1,.041,,,,,
417,2021,John Wall,PG,30,HOU,1,37,16.9,.506,.400,.200,3.1,14.8,9.0,37.4,1.3,2.3,18.7,31.3,,0.0,0.0,0.0,-0.007,,,,,
418,2021,Brad Wanamaker,PG,31,GSW,4,73,12.8,.527,.389,.722,0.0,7.3,3.4,23.8,3.0,1.2,11.2,14.4,,0.1,0.0,0.1,.073,,,,,
419,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,2021,T.J. Warren,SF,27,IND,4,117,12.6,.560,.137,.196,2.1,11.0,6.8,5.9,0.8,0.0,6.7,21.6,,0.1,0.1,0.2,.087,,,,,
421,2021,P.J. Washington,PF,22,CHO,4,103,13.3,.479,.190,.381,8.5,16.2,12.1,15.3,1.8,3.9,12.5,22.3,,0.0,0.2,0.2,.078,,,,,
422,2021,Yuta Watanabe,SF,26,TOR,1,9,9.3,.000,.500,.000,10.9,34.6,22.4,14.4,5.1,10.2,0.0,9.4,,0.0,0.0,0.0,.074,,,,,
423,2021,Tremont Waters,PG,23,BOS,2,9,19.3,.694,.000,1.000,0.0,0.0,0.0,42.7,10.7,0.0,51.0,27.7,,0.0,0.0,0.0,-0.018,,,,,
424,2021,Paul Watson,SF,26,TOR,1,3,-9.4,.000,1.000,.000,0.0,34.6,16.8,0.0,0.0,0.0,0.0,14.0,,0.0,0.0,0.0,-0.252,,,,,
425,2021,Russell Westbrook,PG,32,WAS,4,149,15.6,.473,.197,.224,4.3,33.2,18.6,49.5,1.2,0.0,20.9,29.1,,-0.1,0.1,0.0,-0.003,,,,,
426,2021,Coby White,PG,20,CHI,5,168,9.8,.495,.529,.186,1.3,13.3,7.3,26.6,0.5,0.5,16.5,21.7,,-0.1,0.0,0.0,-0.010,,,,,
427,2021,Hassan Whiteside,C,31,SAC,5,59,13.8,.470,.000,.364,10.8,34.9,22.4,5.0,0.8,7.3,13.6,20.9,,-0.1,0.1,0.0,.024,,,,,
428,2021,Andrew Wiggins,SF,25,GSW,4,131,11.5,.479,.309,.206,4.3,14.6,9.1,10.3,0.7,3.4,8.6,24.4,,-0.1,0.0,-0.1,-0.022,,,,,
429,2021,Grant Williams,PF,22,BOS,5,82,6.1,.455,.556,.222,5.2,13.4,9.0,7.6,1.8,1.1,13.2,11.8,,0.0,0.0,0.0,.004,,,,,
430,2021,Kenrich Williams,PF,26,OKC,4,45,5.3,.414,.400,.200,7.1,6.7,6.9,9.1,1.1,1.8,15.5,12.3,,0.0,0.0,0.0,-0.006,,,,,
431,2021,Lou Williams,PG,34,LAC,5,100,17.6,.563,.318,.205,2.3,14.9,8.6,21.7,1.0,0.0,7.7,22.8,,0.2,0.0,0.2,.117,,,,,
432,2021,Patrick Williams,SF,19,CHI,5,120,10.8,.614,.270,.378,2.8,8.4,5.5,7.2,0.4,3.7,17.3,17.5,,0.1,0.0,0.1,.037,,,,,
433,2021,Robert Williams,C,23,BOS,4,68,28.8,.882,.000,.000,15.6,23.3,19.2,6.6,3.5,9.0,22.7,13.7,,0.2,0.1,0.3,.244,,,,,
434,2021,Zion Williamson,PF,20,NOP,5,152,20.8,.559,.029,.543,13.0,17.1,15.0,6.1,2.6,1.6,13.9,28.5,,0.1,0.3,0.4,.141,,,,,
435,2021,D.J. Wilson,PF,24,MIL,4,43,7.5,.547,.818,.182,4.8,27.4,15.9,2.7,0.0,4.3,14.4,13.2,,0.0,0.0,0.1,.068,,,,,
436,2021,Dylan Windler,SF,24,CLE,1,9,1.8,.300,.800,.000,0.0,0.0,0.0,0.0,10.6,0.0,16.7,28.5,,-0.1,0.0,0.0,-0.196,,,,,
437,2021,James Wiseman,C,19,GSW,4,94,12.9,.530,.195,.341,5.0,20.3,12.1,1.8,1.4,5.8,11.3,22.2,,0.0,0.1,0.0,.019,,,,,
438,2021,Christian Wood,PF,25,HOU,3,112,24.3,.621,.179,.179,6.1,21.5,14.0,10.8,1.3,3.8,6.2,24.9,,0.3,0.0,0.4,.161,,,,,
439,2021,Robert Woodard,F,21,SAC,1,3,-13.7,.347,.500,1.000,0.0,38.2,18.4,0.0,0.0,0.0,25.8,53.9,,-0.1,0.0,0.0,-0.794,,,,,
440,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,2021,Delon Wright,PG,28,DET,4,111,17.0,.662,.357,.607,3.6,10.4,6.7,19.8,0.4,2.7,14.5,15.6,,0.3,0.0,0.3,.138,,,,,
442,2021,Thaddeus Young,PF,32,CHI,1,27,21.2,.625,.167,.000,4.1,8.3,6.2,38.2,3.3,0.0,14.3,20.8,,0.1,0.0,0.1,.157,,,,,
443,2021,Trae Young,PG,22,ATL,4,126,36.1,.700,.343,.925,6.1,8.6,7.4,43.3,0.0,0.0,12.9,35.0,,1.1,0.0,1.1,.400,,,,,
444,2021,Cody Zeller,C,28,CHO,1,19,14.2,.466,.333,.167,5.1,11.7,8.2,0.0,7.3,5.3,13.4,16.1,,0.0,0.1,0.0,.071,,,,,
445,2021,Ivica Zubac,C,23,LAC,5,96,25.5,.839,.000,1.250,9.6,7.2,8.4,6.1,1.5,8.6,13.9,16.4,,0.5,0.1,0.6,.290,,,,,
